     Total   Exclusive  Set shared  Filename
     0.00B       0.00B           -  /var/tmp/zypp.jWxJoy/zypp-general-krXegrde/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.jWxJoy/zypp-general-krXegrde/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.jWxJoy/zypp-general-krXegrde/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.jWxJoy/zypp-general-krXegrde/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.jWxJoy/zypp-general-krXegrde
     0.00B       0.00B           -  /var/tmp/zypp.jWxJoy/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.jWxJoy/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.jWxJoy/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.jWxJoy/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.jWxJoy/PublicKey
  68.00KiB    68.00KiB           -  /var/tmp/zypp.jWxJoy
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/zypp-trusted-krUCvjxD/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/zypp-trusted-krUCvjxD/private-keys-v1.d
  28.00KiB    28.00KiB           -  /var/tmp/zypp.jWNqPb/zypp-trusted-krUCvjxD/pubring.kbx~
  28.00KiB    28.00KiB           -  /var/tmp/zypp.jWNqPb/zypp-trusted-krUCvjxD/pubring.kbx
  56.00KiB    56.00KiB           -  /var/tmp/zypp.jWNqPb/zypp-trusted-krUCvjxD
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/zypp-general-kriSycf5/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/zypp-general-kriSycf5/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.jWNqPb/zypp-general-kriSycf5/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.jWNqPb/zypp-general-kriSycf5/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.jWNqPb/zypp-general-kriSycf5
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.jWNqPb/PublicKey
  68.00KiB    68.00KiB           -  /var/tmp/zypp.jWNqPb
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/zypp-trusted-krKaTMzV/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/zypp-trusted-krKaTMzV/private-keys-v1.d
  28.00KiB    28.00KiB           -  /var/tmp/zypp.5OY7Rz/zypp-trusted-krKaTMzV/pubring.kbx~
  28.00KiB    28.00KiB           -  /var/tmp/zypp.5OY7Rz/zypp-trusted-krKaTMzV/pubring.kbx
  56.00KiB    56.00KiB           -  /var/tmp/zypp.5OY7Rz/zypp-trusted-krKaTMzV
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/zypp-general-krQB5rhh/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/zypp-general-krQB5rhh/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.5OY7Rz/zypp-general-krQB5rhh/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.5OY7Rz/zypp-general-krQB5rhh/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.5OY7Rz/zypp-general-krQB5rhh
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.5OY7Rz/PublicKey
  68.00KiB    68.00KiB           -  /var/tmp/zypp.5OY7Rz
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/zypp-trusted-krsis4X8/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/zypp-trusted-krsis4X8/private-keys-v1.d
  28.00KiB    28.00KiB           -  /var/tmp/zypp.EI3CLT/zypp-trusted-krsis4X8/pubring.kbx~
  28.00KiB    28.00KiB           -  /var/tmp/zypp.EI3CLT/zypp-trusted-krsis4X8/pubring.kbx
  56.00KiB    56.00KiB           -  /var/tmp/zypp.EI3CLT/zypp-trusted-krsis4X8
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/zypp-general-kris8vao/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/zypp-general-kris8vao/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.EI3CLT/zypp-general-kris8vao/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.EI3CLT/zypp-general-kris8vao/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.EI3CLT/zypp-general-kris8vao
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.EI3CLT/PublicKey
  68.00KiB    68.00KiB           -  /var/tmp/zypp.EI3CLT
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/zypp-trusted-krn6kpMi/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/zypp-trusted-krn6kpMi/private-keys-v1.d
  28.00KiB    28.00KiB           -  /var/tmp/zypp.tEs0o8/zypp-trusted-krn6kpMi/pubring.kbx~
  28.00KiB    28.00KiB           -  /var/tmp/zypp.tEs0o8/zypp-trusted-krn6kpMi/pubring.kbx
  56.00KiB    56.00KiB           -  /var/tmp/zypp.tEs0o8/zypp-trusted-krn6kpMi
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/zypp-general-krWIHO9s/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/zypp-general-krWIHO9s/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/zypp-general-krWIHO9s/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.tEs0o8/zypp-general-krWIHO9s/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.tEs0o8/zypp-general-krWIHO9s
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.tEs0o8/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.tEs0o8/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.tEs0o8/PublicKey
  68.00KiB    68.00KiB           -  /var/tmp/zypp.tEs0o8
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-trusted-krfi8gvR/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-trusted-krfi8gvR/private-keys-v1.d
  28.00KiB    28.00KiB           -  /var/tmp/zypp.h1RD2Z/zypp-trusted-krfi8gvR/pubring.kbx~
  28.00KiB    28.00KiB           -  /var/tmp/zypp.h1RD2Z/zypp-trusted-krfi8gvR/pubring.kbx
  56.00KiB    56.00KiB           -  /var/tmp/zypp.h1RD2Z/zypp-trusted-krfi8gvR
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-general-krP8PUXI/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-general-krP8PUXI/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-general-krP8PUXI/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-general-krP8PUXI/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/zypp-general-krP8PUXI
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.h1RD2Z/PublicKey
  56.00KiB    56.00KiB           -  /var/tmp/zypp.h1RD2Z
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/zypp-trusted-krtYEYTb/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/zypp-trusted-krtYEYTb/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.fmDepf/zypp-trusted-krtYEYTb/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.fmDepf/zypp-trusted-krtYEYTb/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.fmDepf/zypp-trusted-krtYEYTb
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/zypp-general-krCe1Io8/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/zypp-general-krCe1Io8/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.fmDepf/zypp-general-krCe1Io8/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.fmDepf/zypp-general-krCe1Io8/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.fmDepf/zypp-general-krCe1Io8
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.fmDepf/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.fmDepf
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/zypp-trusted-krLaq1VG/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/zypp-trusted-krLaq1VG/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.twCVDI/zypp-trusted-krLaq1VG/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.twCVDI/zypp-trusted-krLaq1VG/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.twCVDI/zypp-trusted-krLaq1VG
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/zypp-general-kreLx7dF/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/zypp-general-kreLx7dF/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.twCVDI/zypp-general-kreLx7dF/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.twCVDI/zypp-general-kreLx7dF/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.twCVDI/zypp-general-kreLx7dF
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.twCVDI/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.twCVDI
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/zypp-trusted-krZzat3g/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/zypp-trusted-krZzat3g/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.ssH4xB/zypp-trusted-krZzat3g/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.ssH4xB/zypp-trusted-krZzat3g/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.ssH4xB/zypp-trusted-krZzat3g
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/zypp-general-krEzVRyW/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/zypp-general-krEzVRyW/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.ssH4xB/zypp-general-krEzVRyW/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.ssH4xB/zypp-general-krEzVRyW/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.ssH4xB/zypp-general-krEzVRyW
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.ssH4xB/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ssH4xB/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.ssH4xB/PublicKey
  80.00KiB    80.00KiB           -  /var/tmp/zypp.ssH4xB
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/zypp-trusted-krIHvOq1/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/zypp-trusted-krIHvOq1/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.ElMHn1/zypp-trusted-krIHvOq1/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.ElMHn1/zypp-trusted-krIHvOq1/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.ElMHn1/zypp-trusted-krIHvOq1
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/zypp-general-krh6sVt1/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/zypp-general-krh6sVt1/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.ElMHn1/zypp-general-krh6sVt1/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.ElMHn1/zypp-general-krh6sVt1/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.ElMHn1/zypp-general-krh6sVt1
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.ElMHn1/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.ElMHn1
     0.00B       0.00B           -  /var/tmp/plt-sendurl-contents-file-15948149971594814997926.html
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/zypp-trusted-krHXka3t/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/zypp-trusted-krHXka3t/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.c9bNQE/zypp-trusted-krHXka3t/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.c9bNQE/zypp-trusted-krHXka3t/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.c9bNQE/zypp-trusted-krHXka3t
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/zypp-general-kr06Jxfj/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/zypp-general-kr06Jxfj/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.c9bNQE/zypp-general-kr06Jxfj/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.c9bNQE/zypp-general-kr06Jxfj/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.c9bNQE/zypp-general-kr06Jxfj
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.c9bNQE/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.c9bNQE
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/zypp-trusted-krwDdCKM/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/zypp-trusted-krwDdCKM/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.7uis6C/zypp-trusted-krwDdCKM/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.7uis6C/zypp-trusted-krwDdCKM/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.7uis6C/zypp-trusted-krwDdCKM
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/zypp-general-krFWFMoW/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/zypp-general-krFWFMoW/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.7uis6C/zypp-general-krFWFMoW/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.7uis6C/zypp-general-krFWFMoW/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.7uis6C/zypp-general-krFWFMoW
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.7uis6C/PublicKey
  80.00KiB    80.00KiB           -  /var/tmp/zypp.7uis6C
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/zypp-trusted-kruVWdsX/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/zypp-trusted-kruVWdsX/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.R5wMW0/zypp-trusted-kruVWdsX/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.R5wMW0/zypp-trusted-kruVWdsX/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.R5wMW0/zypp-trusted-kruVWdsX
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/zypp-general-kr9fEFXT/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/zypp-general-kr9fEFXT/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.R5wMW0/zypp-general-kr9fEFXT/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.R5wMW0/zypp-general-kr9fEFXT/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.R5wMW0/zypp-general-kr9fEFXT
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.R5wMW0/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.R5wMW0
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/zypp-trusted-kro15kcf/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/zypp-trusted-kro15kcf/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.qURX8i/zypp-trusted-kro15kcf/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.qURX8i/zypp-trusted-kro15kcf/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.qURX8i/zypp-trusted-kro15kcf
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/zypp-general-krYNAIfb/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.qURX8i/zypp-general-krYNAIfb/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/zypp-general-krYNAIfb/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/zypp-general-krYNAIfb/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.qURX8i/zypp-general-krYNAIfb
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.qURX8i/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.qURX8i/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.qURX8i/PublicKey
  72.00KiB    72.00KiB           -  /var/tmp/zypp.qURX8i
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/zypp-trusted-krF2QsGe/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/zypp-trusted-krF2QsGe/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.hSNHbf/zypp-trusted-krF2QsGe/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.hSNHbf/zypp-trusted-krF2QsGe/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.hSNHbf/zypp-trusted-krF2QsGe
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/zypp-general-krfdpebe/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/zypp-general-krfdpebe/private-keys-v1.d
   8.00KiB     8.00KiB           -  /var/tmp/zypp.hSNHbf/zypp-general-krfdpebe/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.hSNHbf/zypp-general-krfdpebe/pubring.kbx
  16.00KiB    16.00KiB           -  /var/tmp/zypp.hSNHbf/zypp-general-krfdpebe
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.hSNHbf/PublicKey
  80.00KiB    80.00KiB           -  /var/tmp/zypp.hSNHbf
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/zypp-trusted-krvloeFg/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/zypp-trusted-krvloeFg/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.CZr9ry/zypp-trusted-krvloeFg/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.CZr9ry/zypp-trusted-krvloeFg/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.CZr9ry/zypp-trusted-krvloeFg
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/zypp-general-krbGBjSY/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/zypp-general-krbGBjSY/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.CZr9ry/zypp-general-krbGBjSY/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.CZr9ry/zypp-general-krbGBjSY/pubring.kbx
  12.00KiB    12.00KiB           -  /var/tmp/zypp.CZr9ry/zypp-general-krbGBjSY
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/PublicKey/pubring.kbx~
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/PublicKey/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.CZr9ry/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.CZr9ry
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/zypp-trusted-krXOAWRw/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/zypp-trusted-krXOAWRw/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.2bmJH8/zypp-trusted-krXOAWRw/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.2bmJH8/zypp-trusted-krXOAWRw/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.2bmJH8/zypp-trusted-krXOAWRw
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/zypp-general-krIIja2U/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/zypp-general-krIIja2U/private-keys-v1.d
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/zypp-general-krIIja2U/pubring.kbx~
   8.00KiB     8.00KiB           -  /var/tmp/zypp.2bmJH8/zypp-general-krIIja2U/pubring.kbx
   8.00KiB     8.00KiB           -  /var/tmp/zypp.2bmJH8/zypp-general-krIIja2U
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/PublicKey/pubring.kbx~
   4.00KiB     4.00KiB           -  /var/tmp/zypp.2bmJH8/PublicKey/pubring.kbx
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/PublicKey/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.2bmJH8/PublicKey/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.2bmJH8/PublicKey
  76.00KiB    76.00KiB           -  /var/tmp/zypp.2bmJH8
     0.00B       0.00B           -  /var/tmp/zypp.DWrr11/zypp-trusted-krJaYtf5/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.DWrr11/zypp-trusted-krJaYtf5/private-keys-v1.d
  32.00KiB    32.00KiB           -  /var/tmp/zypp.DWrr11/zypp-trusted-krJaYtf5/pubring.kbx~
  32.00KiB    32.00KiB           -  /var/tmp/zypp.DWrr11/zypp-trusted-krJaYtf5/pubring.kbx
  64.00KiB    64.00KiB           -  /var/tmp/zypp.DWrr11/zypp-trusted-krJaYtf5
     0.00B       0.00B           -  /var/tmp/zypp.DWrr11/zypp-general-kriNMwt8/trustdb.gpg
     0.00B       0.00B           -  /var/tmp/zypp.DWrr11/zypp-general-kriNMwt8/private-keys-v1.d
   4.00KiB     4.00KiB           -  /var/tmp/zypp.DWrr11/zypp-general-kriNMwt8/pubring.kbx~
